1	1.0	0.0	0.0	0.0	
2	-0.694658370459	-0.0	-0.0	-0.719339800339	
3	-0.0348994967025	0.0	0.0	0.999390827019	
1	1.0	0.0	0.0	0.0	
2	0.999847695156	0.0	0.0	0.0174524064373	
3	0.999390827019	0.0	0.0	0.0348994967025	
1	1.0	0.0	0.0	0.0	
2	0.999390827019	0.0	0.0	0.0348994967025	
3	0.99756405026	0.0	0.0	0.0697564737441	
1	1.0	0.0	0.0	0.0	
2	0.998629534755	0.0	0.0	0.0523359562429	
3	0.994521895368	0.0	0.0	0.104528463268	
1	1.0	0.0	0.0	0.0	
2	0.99756405026	0.0	0.0	0.0697564737441	
3	0.990268068742	0.0	0.0	0.13917310096	
1	1.0	0.0	0.0	0.0	
2	0.996194698092	0.0	0.0	0.0871557427477	
3	0.984807753012	0.0	0.0	0.173648177667	
1	1.0	0.0	0.0	0.0	
2	0.994521895368	0.0	0.0	0.104528463268	
3	0.978147600734	0.0	0.0	0.207911690818	
1	1.0	0.0	0.0	0.0	
2	0.992546151641	0.0	0.0	0.121869343405	
3	0.970295726276	0.0	0.0	0.2419218956	
1	1.0	0.0	0.0	0.0	
2	0.990268068742	0.0	0.0	0.13917310096	
3	0.961261695938	0.0	0.0	0.275637355817	
1	1.0	0.0	0.0	0.0	
2	0.987688340595	0.0	0.0	0.15643446504	
3	0.951056516295	0.0	0.0	0.309016994375	
1	1.0	0.0	0.0	0.0	
2	0.984807753012	0.0	0.0	0.173648177667	
3	0.939692620786	0.0	0.0	0.342020143326	
1	1.0	0.0	0.0	0.0	
2	0.981627183448	0.0	0.0	0.190808995377	
3	0.927183854567	0.0	0.0	0.374606593416	
1	1.0	0.0	0.0	0.0	
2	0.978147600734	0.0	0.0	0.207911690818	
3	0.913545457643	0.0	0.0	0.406736643076	
1	1.0	0.0	0.0	0.0	
2	0.974370064785	0.0	0.0	0.224951054344	
3	0.898794046299	0.0	0.0	0.438371146789	
1	1.0	0.0	0.0	0.0	
2	0.970295726276	0.0	0.0	0.2419218956	
3	0.882947592859	0.0	0.0	0.469471562786	
